# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4729
# Selected columns: 3 (all)
# Timestamp: Tue, 15-Aug-2017 15:31:12
Gene ID	Gene Name	A549	BEAS-2B	NHBE
ENSG00000140650	PMM2	5.0	0.9	2.0
ENSG00000140675	SLC5A2		0.1	
ENSG00000140678	ITGAX	0.3		
ENSG00000140682	TGFB1I1	7.0	6.0	2.0
ENSG00000140688	C16orf58	15.0	10.0	19.0
ENSG00000140691	ARMC5	2.0	0.7	2.0
ENSG00000140694	PARN	19.0	11.0	9.0
ENSG00000140718	FTO	5.0	5.0	3.0
ENSG00000140740	UQCRC2	41.0	84.0	30.0
ENSG00000140743	CDR2	10.0	7.0	5.0
ENSG00000140750	ARHGAP17	3.0	4.0	2.0
ENSG00000140795	MYLK3		0.1	
ENSG00000140807	NKD1	0.2	0.1	
ENSG00000140829	DHX38	8.0	6.0	9.0
ENSG00000140830	TXNL4B	9.0	9.0	4.0
ENSG00000140832	MARVELD3	0.1	1.0	6.0
ENSG00000140836	ZFHX3	3.0	0.9	1.0
ENSG00000140848	CPNE2	4.0	3.0	1.0
ENSG00000140853	NLRC5	0.3	1.0	0.1
ENSG00000140854	KATNB1	5.0	5.0	3.0
ENSG00000140859	KIFC3	16.0	5.0	3.0
ENSG00000140876	NUDT7	4.0	3.0	2.0
ENSG00000140905	GCSH	35.0	46.0	12.0
ENSG00000140931	CMTM3	18.0	8.0	2.0
ENSG00000140937	CDH11	0.1		2.0
ENSG00000140939	NOL3	8.0	5.0	6.0
ENSG00000140941	MAP1LC3B	30.0	18.0	257.0
ENSG00000140943	MBTPS1	12.0	7.0	14.0
ENSG00000140945	CDH13		0.9	14.0
ENSG00000140948	ZCCHC14	2.0	2.0	3.0
ENSG00000140950	TLDC1	5.0	3.0	7.0
ENSG00000140961	OSGIN1	18.0	0.4	4.0
ENSG00000140968	IRF8	0.1	0.1	
ENSG00000140983	RHOT2	8.0	8.0	12.0
ENSG00000140987	ZSCAN32	7.0	5.0	5.0
ENSG00000140988	RPS2	758.0	619.0	1443.0
ENSG00000140990	NDUFB10	127.0	86.0	58.0
ENSG00000140992	PDPK1	4.0	3.0	7.0
ENSG00000140993	TIGD7	0.5	1.0	0.8
ENSG00000140995	DEF8	7.0	5.0	6.0
ENSG00000141002	TCF25	6.0	7.0	5.0
ENSG00000141012	GALNS	6.0	1.0	5.0
ENSG00000141013	GAS8	3.0	2.0	1.0
ENSG00000141026	MED9	3.0	2.0	2.0
ENSG00000141027	NCOR1	11.0	7.0	10.0
ENSG00000141030	COPS3	61.0	117.0	17.0
ENSG00000141034	GID4	4.0	3.0	5.0
ENSG00000141040	ZNF287	4.0	4.0	0.7
ENSG00000141052	MYOCD	3.0		
ENSG00000141068	KSR1	2.0	0.9	0.4
ENSG00000141076	UTP4	18.0	16.0	5.0
ENSG00000141084	RANBP10	3.0	3.0	4.0
ENSG00000141098	GFOD2	2.0	2.0	1.0
ENSG00000141101	NOB1	46.0	24.0	26.0
ENSG00000141127	PRPSAP2	13.0	14.0	5.0
ENSG00000141179	PCTP	4.0	6.0	2.0
ENSG00000141198	TOM1L1	11.0	24.0	12.0
ENSG00000141219	C17orf80	9.0	17.0	4.0
ENSG00000141232	TOB1	87.0	21.0	37.0
ENSG00000141252	VPS53	2.0	1.0	2.0
ENSG00000141258	SGSM2	3.0	4.0	2.0
ENSG00000141279	NPEPPS	14.0	10.0	9.0
ENSG00000141293	SKAP1	0.1	0.1	
ENSG00000141294	LRRC46	0.6	0.1	0.1
ENSG00000141295	SCRN2	7.0	7.0	3.0
ENSG00000141298	SSH2	3.0	3.0	2.0
ENSG00000141314	RHBDL3	1.0	0.1	
ENSG00000141337	ARSG	0.2	0.8	0.2
ENSG00000141338	ABCA8	0.1		
ENSG00000141349	G6PC3	18.0	8.0	5.0
ENSG00000141367	CLTC	84.0	37.0	45.0
ENSG00000141371	C17orf64	0.1		
ENSG00000141376	BCAS3	2.0	1.0	1.0
ENSG00000141378	PTRH2	18.0	15.0	5.0
ENSG00000141380	SS18	10.0	10.0	18.0
ENSG00000141384	TAF4B	1.0	1.0	0.7
ENSG00000141385	AFG3L2	9.0	8.0	10.0
ENSG00000141391	PRELID3A	2.0	3.0	0.9
ENSG00000141401	IMPA2	8.0	7.0	10.0
ENSG00000141404	GNAL	1.0	0.6	3.0
ENSG00000141424	SLC39A6	30.0	24.0	59.0
ENSG00000141425	RPRD1A	13.0	19.0	16.0
ENSG00000141428	C18orf21	8.0	14.0	7.0
ENSG00000141429	GALNT1	55.0	11.0	23.0
ENSG00000141441	GAREM1	0.9	0.4	5.0
ENSG00000141446	ESCO1	5.0	6.0	6.0
ENSG00000141447	OSBPL1A	3.0	5.0	4.0
ENSG00000141448	GATA6	1.0	0.9	5.0
ENSG00000141449	GREB1L	0.3	0.7	0.3
ENSG00000141452	C18orf8	6.0	9.0	9.0
ENSG00000141456	PELP1	15.0	8.0	8.0
ENSG00000141458	NPC1	12.0	11.0	18.0
ENSG00000141480	ARRB2	20.0	10.0	4.0
ENSG00000141497	ZMYND15	0.1	0.3	0.3
ENSG00000141499	WRAP53	5.0	4.0	1.0
ENSG00000141503	MINK1	11.0	11.0	39.0
ENSG00000141504	SAT2	32.0	36.0	11.0
ENSG00000141505	ASGR1	0.3	0.1	
ENSG00000141510	TP53	21.0	23.0	14.0
ENSG00000141519	CCDC40	0.3	0.1	0.1
ENSG00000141522	ARHGDIA	104.0	89.0	105.0
ENSG00000141524	TMC6	1.0	2.0	7.0
ENSG00000141526	SLC16A3	8.0	21.0	20.0
ENSG00000141527	CARD14		0.1	0.2
ENSG00000141540	TTYH2	0.5	0.3	0.5
ENSG00000141542	RAB40B	1.0	2.0	0.6
ENSG00000141543	EIF4A3	26.0	26.0	12.0
ENSG00000141551	CSNK1D	13.0	14.0	14.0
ENSG00000141552	ANAPC11	33.0	93.0	14.0
ENSG00000141556	TBCD	4.0	5.0	2.0
ENSG00000141560	FN3KRP	16.0	22.0	6.0
ENSG00000141562	NARF	5.0	5.0	4.0
ENSG00000141564	RPTOR	7.0	3.0	4.0
ENSG00000141568	FOXK2	9.0	12.0	12.0
ENSG00000141569	TRIM65	10.0	10.0	6.0
ENSG00000141570	CBX8	6.0	2.0	1.0
ENSG00000141574	SECTM1	0.2	17.0	2.0
ENSG00000141576	RNF157	2.0	0.3	
ENSG00000141577	CEP131	2.0	8.0	2.0
ENSG00000141579	ZNF750		0.4	18.0
ENSG00000141580	WDR45B	36.0	38.0	34.0
ENSG00000141582	CBX4	27.0	7.0	97.0
ENSG00000141622	RNF165		0.4	2.0
ENSG00000141627	DYM	4.0	9.0	10.0
ENSG00000141639	MAPK4	0.1	0.1	
ENSG00000141642	ELAC1	1.0	4.0	0.5
ENSG00000141644	MBD1	5.0	9.0	26.0
ENSG00000141646	SMAD4	3.0	5.0	4.0
ENSG00000141655	TNFRSF11A	0.7	0.5	0.1
ENSG00000141664	ZCCHC2	1.0	1.0	3.0
ENSG00000141665	FBXO15	0.2	0.2	
ENSG00000141668	CBLN2	0.1		
ENSG00000141682	PMAIP1	15.0	28.0	17.0
ENSG00000141696	P3H4	16.0	9.0	11.0
ENSG00000141698	NT5C3B	37.0	36.0	16.0
ENSG00000141699	RETREG3	11.0	6.0	8.0
ENSG00000141736	ERBB2	6.0	6.0	10.0
ENSG00000141738	GRB7	1.0	2.0	7.0
ENSG00000141741	MIEN1	32.0	41.0	30.0
ENSG00000141750	STAC2		1.0	
ENSG00000141753	IGFBP4	1131.0	21.0	36.0
ENSG00000141756	FKBP10	28.0	25.0	30.0
ENSG00000141759	TXNL4A	13.0	17.0	11.0
ENSG00000141854	MISP3	0.9	1.0	0.9
ENSG00000141858	SAMD1	13.0	13.0	18.0
ENSG00000141867	BRD4	5.0	6.0	10.0
ENSG00000141873	SLC39A3	4.0	4.0	5.0
ENSG00000141905	NFIC	7.0	8.0	12.0
ENSG00000141933	TPGS1	2.0	1.0	1.0
ENSG00000141934	PLPP2	10.0	0.7	5.0
ENSG00000141956	PRDM15	0.5	0.4	0.6
ENSG00000141959	PFKL	5.0	9.0	16.0
ENSG00000141965	FEM1A	3.0	2.0	5.0
ENSG00000141968	VAV1	2.0	0.1	
ENSG00000141971	MVB12A	4.0	8.0	5.0
ENSG00000141985	SH3GL1	12.0	24.0	56.0
ENSG00000141994	DUS3L	5.0	3.0	3.0
ENSG00000142002	DPP9	11.0	6.0	13.0
ENSG00000142039	CCDC97	13.0	6.0	13.0
ENSG00000142046	TMEM91	1.0	0.9	2.0
ENSG00000142065	ZFP14	1.0	0.9	0.3
ENSG00000142082	SIRT3	3.0	2.0	3.0
ENSG00000142089	IFITM3	3.0	207.0	40.0
ENSG00000142102	PGGHG	2.0	2.0	0.5
ENSG00000142149	HUNK	0.2		
ENSG00000142156	COL6A1	5.0	13.0	0.4
ENSG00000142166	IFNAR1	9.0	10.0	10.0
ENSG00000142168	SOD1	96.0	114.0	27.0
ENSG00000142173	COL6A2	3.0	6.0	0.1
ENSG00000142178	SIK1	0.1	0.1	2.0
ENSG00000142185	TRPM2	0.7		
ENSG00000142186	SCYL1	13.0	14.0	22.0
ENSG00000142188	TMEM50B	4.0	12.0	4.0
ENSG00000142192	APP	108.0	59.0	276.0
ENSG00000142197	DOPEY2	2.0	2.0	3.0
ENSG00000142207	URB1	5.0	3.0	6.0
ENSG00000142208	AKT1	9.0	10.0	15.0
ENSG00000142227	EMP3	46.0	20.0	3.0
ENSG00000142230	SAE1	59.0	41.0	28.0
ENSG00000142233	NTN5	0.1		
ENSG00000142235	LMTK3	2.0	1.0	4.0
ENSG00000142252	GEMIN7	26.0	16.0	8.0
ENSG00000142273	CBLC		8.0	33.0
ENSG00000142279	WTIP	2.0	1.0	2.0
ENSG00000142303	ADAMTS10	3.0	0.1	
ENSG00000142327	RNPEPL1	7.0	3.0	9.0
ENSG00000142330	CAPN10	1.0	1.0	1.0
ENSG00000142347	MYO1F	0.1		
ENSG00000142396	AC020915.1	6.0	5.0	2.0
ENSG00000142408	CACNG8	0.4	0.1	
ENSG00000142409	ZNF787	16.0	8.0	12.0
ENSG00000142444	TIMM29	5.0	5.0	7.0
ENSG00000142453	CARM1	12.0	12.0	16.0
ENSG00000142459	EVI5L	0.5	4.0	5.0
ENSG00000142484	TM4SF5	1.0		
ENSG00000142494	SLC47A1	7.0	0.7	0.5
ENSG00000142507	PSMB6	121.0	91.0	45.0
ENSG00000142528	ZNF473	3.0	3.0	2.0
ENSG00000142530	FAM71E1	1.0	0.6	0.9
ENSG00000142534	RPS11	1354.0	825.0	978.0
ENSG00000142541	RPL13A	2189.0	1427.0	1408.0
ENSG00000142544	CTU1	6.0	2.0	5.0
ENSG00000142546	NOSIP	12.0	9.0	6.0
ENSG00000142552	RCN3	0.4	2.0	0.1
ENSG00000142556	ZNF614	3.0	5.0	2.0
ENSG00000142599	RERE	4.0	5.0	5.0
ENSG00000142611	PRDM16			0.7
ENSG00000142619	PADI3	0.5	0.5	0.1
ENSG00000142623	PADI1	0.3		1.0
ENSG00000142627	EPHA2	52.0	14.0	70.0
ENSG00000142632	ARHGEF19	2.0	3.0	2.0
ENSG00000142634	EFHD2	47.0	35.0	39.0
ENSG00000142655	PEX14	6.0	10.0	9.0
ENSG00000142657	PGD	476.0	83.0	51.0
ENSG00000142661	MYOM3	2.0		
ENSG00000142669	SH3BGRL3	35.0	45.0	230.0
ENSG00000142675	CNKSR1	0.1	4.0	4.0
ENSG00000142676	RPL11	228.0	491.0	479.0
ENSG00000142677	IL22RA1	0.7	2.0	2.0
ENSG00000142684	ZNF593	17.0	33.0	12.0
ENSG00000142686	C1orf216	4.0	4.0	0.7
ENSG00000142687	KIAA0319L	5.0	5.0	4.0
ENSG00000142694	EVA1B	5.0	9.0	8.0
ENSG00000142700	DMRTA2	0.1	2.0	6.0
ENSG00000142731	PLK4	3.0	12.0	0.4
ENSG00000142733	MAP3K6	1.0	4.0	7.0
ENSG00000142748	FCN3			0.1
ENSG00000142751	GPN2	3.0	4.0	4.0
ENSG00000142765	SYTL1	0.1	3.0	11.0
ENSG00000142784	WDTC1	3.0	9.0	11.0
ENSG00000142794	NBPF3	2.0	4.0	1.0
ENSG00000142798	HSPG2	16.0	7.0	12.0
ENSG00000142856	ITGB3BP	3.0	44.0	0.8
ENSG00000142864	SERBP1	38.0	35.0	65.0
ENSG00000142867	BCL10	5.0	8.0	25.0
ENSG00000142871	CYR61	35.0	130.0	25.0
ENSG00000142875	PRKACB	5.0	3.0	2.0
ENSG00000142892	PIGK	7.0	9.0	4.0
ENSG00000142910	TINAGL1	0.1	5.0	18.0
ENSG00000142920	AZIN2	0.2	0.7	0.2
ENSG00000142937	RPS8	402.0	1223.0	667.0
ENSG00000142945	KIF2C	7.0	21.0	0.5
ENSG00000142949	PTPRF	26.0	23.0	78.0
ENSG00000142959	BEST4		0.3	0.1
ENSG00000142961	MOB3C	0.6	2.0	2.0
ENSG00000142973	CYP4B1		0.9	0.2
ENSG00000143001	TMEM61	0.1	3.0	3.0
ENSG00000143013	LMO4	9.0	10.0	17.0
ENSG00000143028	SYPL2		0.3	
ENSG00000143033	MTF2	3.0	4.0	3.0
ENSG00000143036	SLC44A3	1.0	2.0	2.0
ENSG00000143061	IGSF3	11.0	3.0	17.0
ENSG00000143067	ZNF697	1.0	0.9	3.0
ENSG00000143079	CTTNBP2NL	3.0	4.0	9.0
ENSG00000143093	STRIP1	2.0	3.0	3.0
ENSG00000143106	PSMA5	25.0	82.0	9.0
ENSG00000143110	C1orf162		0.1	0.2
ENSG00000143126	CELSR2	2.0	3.0	10.0
ENSG00000143127	ITGA10	0.1	0.2	0.1
ENSG00000143147	GPR161	2.0	1.0	0.8
ENSG00000143149	ALDH9A1	22.0	51.0	16.0
ENSG00000143153	ATP1B1	132.0	21.0	44.0
ENSG00000143155	TIPRL	27.0	73.0	15.0
ENSG00000143156	NME7	4.0	5.0	1.0
ENSG00000143157	POGK	11.0	8.0	8.0
ENSG00000143158	MPC2	30.0	71.0	15.0
ENSG00000143162	CREG1	70.0	32.0	74.0
ENSG00000143164	DCAF6	10.0	13.0	8.0
ENSG00000143178	TBX19	0.3	0.4	0.4
ENSG00000143179	UCK2	15.0	14.0	7.0
ENSG00000143183	TMCO1	28.0	30.0	16.0
ENSG00000143190	POU2F1	1.0	1.0	1.0
ENSG00000143198	MGST3	14.0	25.0	6.0
ENSG00000143199	ADCY10		0.1	
ENSG00000143207	RFWD2	9.0	11.0	11.0
ENSG00000143217	NECTIN4	2.0	2.0	16.0
ENSG00000143222	UFC1	33.0	33.0	22.0
ENSG00000143224	PPOX	2.0	4.0	1.0
ENSG00000143228	NUF2	6.0	30.0	0.5
ENSG00000143248	RGS5	0.4	0.7	0.8
ENSG00000143252	SDHC	14.0	18.0	7.0
ENSG00000143256	PFDN2	77.0	72.0	154.0
ENSG00000143258	USP21	5.0	7.0	6.0
ENSG00000143278	F13B	1.0		
ENSG00000143294	PRCC	15.0	11.0	13.0
ENSG00000143303	RRNAD1	7.0	6.0	13.0
ENSG00000143314	MRPL24	68.0	39.0	21.0
ENSG00000143315	PIGM	4.0	2.0	2.0
ENSG00000143319	ISG20L2	10.0	7.0	8.0
ENSG00000143320	CRABP2	5.0	10.0	80.0
ENSG00000143321	HDGF	121.0	60.0	94.0
ENSG00000143322	ABL2	4.0	4.0	5.0
ENSG00000143324	XPR1	16.0	5.0	14.0
ENSG00000143333	RGS16	0.2	0.1	3.0
ENSG00000143337	TOR1AIP1	10.0	6.0	7.0
ENSG00000143344	RGL1	2.0	1.0	0.3
ENSG00000143353	LYPLAL1	11.0	15.0	4.0
ENSG00000143355	LHX9	0.2		
ENSG00000143363	PRUNE1	7.0	11.0	6.0
ENSG00000143365	RORC		0.1	0.3
ENSG00000143367	TUFT1	15.0	18.0	19.0
ENSG00000143368	SF3B4	41.0	23.0	35.0
ENSG00000143369	ECM1	0.5	0.8	15.0
ENSG00000143373	ZNF687	5.0	5.0	9.0
ENSG00000143374	TARS2	7.0	8.0	7.0
ENSG00000143375	CGN	0.6	2.0	3.0
ENSG00000143376	SNX27	5.0	3.0	4.0
ENSG00000143379	SETDB1	4.0	5.0	3.0
ENSG00000143382	ADAMTSL4	0.4	6.0	2.0
ENSG00000143384	MCL1	44.0	41.0	129.0
ENSG00000143387	CTSK	0.7	0.7	0.7
ENSG00000143390	RFX5	11.0	10.0	2.0
ENSG00000143393	PI4KB	8.0	9.0	9.0
ENSG00000143398	PIP5K1A	17.0	28.0	15.0
ENSG00000143401	ANP32E	15.0	16.0	7.0
ENSG00000143409	MINDY1	1.0	2.0	2.0
ENSG00000143412	ANXA9	2.0	0.1	0.2
ENSG00000143416	SELENBP1	3.0	0.6	0.7
ENSG00000143418	CERS2	64.0	29.0	28.0
ENSG00000143420	ENSA	22.0	42.0	28.0
ENSG00000143429	AC116050.1	10.0	7.0	6.0
ENSG00000143434	SEMA6C	0.3	0.6	0.4
ENSG00000143436	MRPL9	41.0	85.0	28.0
ENSG00000143437	ARNT	7.0	8.0	9.0
ENSG00000143442	POGZ	4.0	5.0	3.0
ENSG00000143443	C1orf56	4.0	2.0	2.0
ENSG00000143450	OAZ3	0.4	0.3	0.4
ENSG00000143452	HORMAD1	5.0		
ENSG00000143457	GOLPH3L	11.0	13.0	17.0
ENSG00000143458	GABPB2	0.9	1.0	2.0
ENSG00000143469	SYT14		0.4	
ENSG00000143473	KCNH1	4.0		
ENSG00000143476	DTL	7.0	22.0	0.1
ENSG00000143479	DYRK3	3.0	3.0	9.0
ENSG00000143486	EIF2D	5.0	8.0	8.0
ENSG00000143493	INTS7	12.0	12.0	6.0
ENSG00000143494	VASH2	1.0	0.4	
ENSG00000143498	TAF1A	4.0	3.0	2.0
ENSG00000143499	SMYD2	8.0	5.0	5.0
ENSG00000143502	SUSD4	0.4		
ENSG00000143507	DUSP10	2.0	1.0	3.0
ENSG00000143512	HHIPL2	6.0		
ENSG00000143514	TP53BP2	6.0	6.0	6.0
ENSG00000143515	ATP8B2	4.0	4.0	3.0
ENSG00000143536	CRNN			2.0
ENSG00000143537	ADAM15	9.0	15.0	68.0
ENSG00000143543	JTB	101.0	90.0	110.0
ENSG00000143545	RAB13	25.0	26.0	33.0
ENSG00000143546	S100A8		8.0	211.0
ENSG00000143549	TPM3	47.0	78.0	34.0
ENSG00000143553	SNAPIN	33.0	77.0	14.0
ENSG00000143554	SLC27A3	0.2	2.0	0.9
ENSG00000143556	S100A7		1.0	0.3
ENSG00000143569	UBAP2L	17.0	16.0	14.0
ENSG00000143570	SLC39A1	41.0	37.0	25.0
ENSG00000143575	HAX1	62.0	124.0	54.0
ENSG00000143578	CREB3L4	2.0	3.0	1.0
ENSG00000143590	EFNA3	0.8	1.0	6.0
ENSG00000143612	C1orf43	133.0	137.0	106.0
ENSG00000143614	GATAD2B	4.0	5.0	5.0
ENSG00000143621	ILF2	85.0	97.0	26.0
ENSG00000143622	RIT1	11.0	11.0	13.0
ENSG00000143624	INTS3	4.0	5.0	2.0
ENSG00000143630	HCN3	0.7	1.0	0.2
ENSG00000143631	FLG			0.1
ENSG00000143633	C1orf131	3.0	2.0	1.0
ENSG00000143641	GALNT2	33.0	18.0	18.0
ENSG00000143643	TTC13	7.0	5.0	2.0
ENSG00000143653	SCCPDH	38.0	22.0	2.0
ENSG00000143669	LYST	0.6	0.8	1.0
ENSG00000143674	MAP3K21	4.0	1.0	3.0
ENSG00000143702	CEP170	5.0	4.0	2.0
ENSG00000143727	ACP1	58.0	46.0	17.0
ENSG00000143740	SNAP47	6.0	8.0	4.0
ENSG00000143742	SRP9	195.0	319.0	152.0
ENSG00000143748	NVL	5.0	6.0	3.0
ENSG00000143751	SDE2	8.0	14.0	14.0
ENSG00000143753	DEGS1	53.0	32.0	27.0
ENSG00000143756	FBXO28	10.0	6.0	17.0
ENSG00000143761	ARF1	120.0	108.0	238.0
ENSG00000143771	CNIH4	16.0	24.0	12.0
ENSG00000143772	ITPKB	1.0	2.0	1.0
ENSG00000143774	GUK1	14.0	29.0	41.0
ENSG00000143776	CDC42BPA	6.0	4.0	7.0
ENSG00000143786	CNIH3	0.2	0.2	0.1
ENSG00000143793	C1orf35	3.0	3.0	3.0
ENSG00000143797	MBOAT2	5.0	5.0	15.0
ENSG00000143799	PARP1	20.0	22.0	5.0
ENSG00000143801	PSEN2	10.0	3.0	3.0
ENSG00000143811	PYCR2	11.0	11.0	14.0
ENSG00000143815	LBR	16.0	14.0	11.0
ENSG00000143816	WNT9A	0.5	0.7	3.0
ENSG00000143819	EPHX1	147.0	9.0	17.0
ENSG00000143839	REN			0.1
ENSG00000143842	SOX13	1.0	2.0	3.0
ENSG00000143845	ETNK2	0.9	5.0	22.0
ENSG00000143847	PPFIA4		0.2	0.1
ENSG00000143850	PLEKHA6	4.0	1.0	4.0
ENSG00000143862	ARL8A	19.0	15.0	43.0
ENSG00000143867	OSR1	1.0	0.5	0.4
ENSG00000143870	PDIA6	129.0	104.0	171.0
ENSG00000143878	RHOB	58.0	17.0	19.0
ENSG00000143882	ATP6V1C2	0.1	0.1	0.4
ENSG00000143889	HNRNPLL	14.0	13.0	8.0
ENSG00000143891	GALM	11.0	2.0	0.7
ENSG00000143919	CAMKMT	2.0	2.0	0.7
ENSG00000143924	EML4	15.0	7.0	7.0
ENSG00000143933	CALM2	169.0	196.0	69.0
ENSG00000143942	CHAC2	15.0	25.0	5.0
ENSG00000143947	RPS27A	872.0	1160.0	448.0
ENSG00000143951	WDPCP	0.6	0.9	0.2
ENSG00000143952	VPS54	8.0	7.0	6.0
ENSG00000143970	ASXL2	6.0	4.0	7.0
ENSG00000143971	ETAA1	7.0	9.0	6.0
ENSG00000143977	SNRPG	104.0	235.0	29.0
ENSG00000143994	ABHD1	0.3	0.1	
ENSG00000143995	MEIS1	0.2	0.9	2.0
ENSG00000144021	CIAO1	26.0	17.0	13.0
ENSG00000144026	ZNF514	1.0	2.0	0.8
ENSG00000144028	SNRNP200	35.0	17.0	15.0
ENSG00000144029	MRPS5	10.0	6.0	5.0
ENSG00000144031	ANKRD53		0.1	0.1
ENSG00000144034	TPRKB	20.0	32.0	4.0
ENSG00000144035	NAT8	0.1		
ENSG00000144036	EXOC6B	6.0	2.0	11.0
ENSG00000144040	SFXN5	2.0	1.0	0.7
ENSG00000144043	TEX261	23.0	16.0	9.0
ENSG00000144045	DQX1	0.1	0.3	1.0
ENSG00000144048	DUSP11	18.0	28.0	10.0
ENSG00000144057	ST6GAL2	9.0		
ENSG00000144061	NPHP1	0.7	0.8	0.2
ENSG00000144063	MALL	48.0	0.3	39.0
ENSG00000144115	THNSL2		1.0	1.0
ENSG00000144118	RALB	36.0	34.0	40.0
ENSG00000144120	TMEM177	8.0	7.0	3.0
ENSG00000144134	RABL2A	1.0	0.7	0.5
ENSG00000144136	SLC20A1	35.0	12.0	16.0
ENSG00000144152	FBLN7		0.2	
ENSG00000144158	AL078621.1	0.8	0.9	0.2
ENSG00000144161	ZC3H8	4.0	4.0	2.0
ENSG00000144182	LIPT1	2.0	5.0	2.0
ENSG00000144199	FAHD2B	5.0	6.0	3.0
ENSG00000144214	LYG1	1.0	0.3	0.4
ENSG00000144218	AFF3		0.2	
ENSG00000144224	UBXN4	26.0	31.0	30.0
ENSG00000144228	SPOPL	4.0	3.0	9.0
ENSG00000144231	POLR2D	15.0	18.0	7.0
ENSG00000144233	AMMECR1L	10.0	7.0	18.0
ENSG00000144278	GALNT13	4.0	0.1	
ENSG00000144283	PKP4	8.0	8.0	10.0
ENSG00000144290	SLC4A10		0.1	
ENSG00000144306	SCRN3	7.0	8.0	4.0
ENSG00000144320	LNPK	4.0	6.0	3.0
ENSG00000144331	ZNF385B		0.2	
ENSG00000144339	TMEFF2	0.1		
ENSG00000144354	CDCA7	11.0	32.0	0.6
ENSG00000144355	DLX1	0.4		
ENSG00000144357	UBR3	5.0	3.0	4.0
ENSG00000144362	PHOSPHO2	2.0	4.0	0.9
ENSG00000144366	GULP1	8.0	1.0	3.0
ENSG00000144369	FAM171B	2.0	2.0	0.5
ENSG00000144381	HSPD1	309.0	120.0	155.0
ENSG00000144395	CCDC150	0.3	0.6	
ENSG00000144401	METTL21A	3.0	2.0	1.0
ENSG00000144410	CPO	0.2		
ENSG00000144426	NBEAL1	2.0	1.0	1.0
ENSG00000144445	KANSL1L	0.2	1.0	1.0
ENSG00000144451	SPAG16	1.0	2.0	1.0
ENSG00000144452	ABCA12	0.9	0.1	9.0
ENSG00000144455	SUMF1	5.0	3.0	5.0
ENSG00000144468	RHBDD1	5.0	4.0	10.0
ENSG00000144476	ACKR3	19.0	0.2	7.0
ENSG00000144481	TRPM8	0.1		
ENSG00000144485	HES6	5.0	6.0	15.0
ENSG00000144504	ANKMY1	0.6	0.5	0.8
ENSG00000144524	COPS7B	6.0	9.0	4.0
ENSG00000144535	DIS3L2	1.0	1.0	1.0
ENSG00000144554	FANCD2	3.0	10.0	0.2
ENSG00000144559	TAMM41	2.0	2.0	0.8
ENSG00000144560	VGLL4	6.0	4.0	15.0
ENSG00000144566	RAB5A	21.0	17.0	41.0
ENSG00000144567	RETREG2	15.0	8.0	17.0
ENSG00000144579	CTDSP1	10.0	9.0	14.0
ENSG00000144580	CNOT9	11.0	13.0	10.0
ENSG00000144583	MARCH4	4.0	2.0	
ENSG00000144589	STK11IP	3.0	3.0	3.0
ENSG00000144591	GMPPA	6.0	5.0	5.0
ENSG00000144596	GRIP2	0.3		
ENSG00000144597	EAF1	14.0	16.0	13.0
ENSG00000144635	DYNC1LI1	9.0	8.0	6.0
ENSG00000144642	RBMS3	0.3	1.0	0.3
ENSG00000144645	OSBPL10	3.0	2.0	4.0
ENSG00000144647	POMGNT2	5.0	8.0	5.0
ENSG00000144648	ACKR2			0.2
ENSG00000144649	FAM198A		0.6	
ENSG00000144655	CSRNP1	7.0	3.0	4.0
ENSG00000144659	SLC25A38	25.0	21.0	10.0
ENSG00000144674	GOLGA4	8.0	9.0	13.0
ENSG00000144677	CTDSPL	3.0	12.0	21.0
ENSG00000144681	STAC	1.0	0.7	0.1
ENSG00000144711	IQSEC1	4.0	2.0	4.0
ENSG00000144712	CAND2	0.2	1.0	0.5
ENSG00000144713	RPL32	276.0	709.0	327.0
ENSG00000144724	PTPRG	2.0	3.0	2.0
ENSG00000144730	IL17RD	0.4	0.3	1.0
ENSG00000144736	SHQ1	7.0	6.0	3.0
ENSG00000144741	SLC25A26	3.0	4.0	3.0
ENSG00000144744	UBA3	12.0	45.0	11.0
ENSG00000144746	ARL6IP5	50.0	60.0	45.0
ENSG00000144747	TMF1	6.0	6.0	8.0
ENSG00000144749	LRIG1	1.0	4.0	6.0
ENSG00000144785	AC073896.1	0.2	0.1	0.2
ENSG00000144791	LIMD1	5.0	3.0	1.0
ENSG00000144792	ZNF660		0.6	
ENSG00000144802	NFKBIZ	2.0	2.0	8.0
ENSG00000144810	COL8A1		30.0	0.1
ENSG00000144815	NXPE3	10.0	4.0	2.0
ENSG00000144821	MYH15	0.1		
ENSG00000144824	PHLDB2	13.0	9.0	8.0
ENSG00000144827	ABHD10	14.0	24.0	11.0
ENSG00000144834	TAGLN3		0.7	0.5
ENSG00000144837	PLA1A	0.5		
ENSG00000144840	RABL3	9.0	9.0	8.0
ENSG00000144843	ADPRH	1.0	0.4	1.0
ENSG00000144847	IGSF11	1.0		
ENSG00000144848	ATG3	10.0	19.0	10.0
ENSG00000144857	BOC	0.5	0.1	0.1
ENSG00000144867	SRPRB	23.0	22.0	17.0
ENSG00000144891	AGTR1	0.8		
ENSG00000144893	MED12L	0.1	0.2	
ENSG00000144895	EIF2A	27.0	44.0	23.0
ENSG00000144908	ALDH1L1		0.7	0.5
