# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4101
# Selected columns: 6 (all)
# Timestamp: Wed, 06-Sep-2017 12:44:20
Gene ID	Gene Name	F-36P	HEL9217	K562	KU812	MEG01	UT-7
ENSG00000134470	IL15RA	6.0	3.0	4.0	2.0	6.0	0.6
ENSG00000134480	CCNH	9.0	10.0	12.0	5.0	14.0	14.0
ENSG00000134489	HRH4		0.1				
ENSG00000134490	TMEM241	0.5	2.0	6.0	1.0	3.0	1.0
ENSG00000134504	KCTD1		1.0		3.0	2.0	0.2
ENSG00000134508	CABLES1		4.0	0.3		10.0	0.2
ENSG00000134516	DOCK2	20.0	12.0	1.0	4.0	10.0	3.0
ENSG00000134531	EMP1					0.4	
ENSG00000134532	SOX5		0.1	6.0			
ENSG00000134533	RERG			0.8			0.1
ENSG00000134538	SLCO1B1			0.1			
ENSG00000134548	SPX	1.0	15.0	7.0		0.3	
ENSG00000134551	PRH2	0.1	0.1				
ENSG00000134569	LRP4	11.0	0.8	0.1		0.9	0.1
ENSG00000134574	DDB2	3.0	2.0	3.0	2.0	1.0	5.0
ENSG00000134575	ACP2	6.0	5.0	9.0	5.0	4.0	5.0
ENSG00000134588	USP26						0.4
ENSG00000134590	RTL8C	22.0	10.0	50.0	13.0	13.0	42.0
ENSG00000134594	RAB33A	14.0	20.0	0.2	6.0	13.0	26.0
ENSG00000134597	RBMX2	14.0	10.0	16.0	5.0	6.0	16.0
ENSG00000134602	STK26	46.0	33.0	35.0	20.0	44.0	40.0
ENSG00000134627	PIWIL4	0.3	0.3	8.0	0.2	0.2	0.2
ENSG00000134644	PUM1	15.0	26.0	21.0	27.0	21.0	15.0
ENSG00000134668	SPOCD1			0.1			
ENSG00000134684	YARS	67.0	79.0	62.0	38.0	37.0	27.0
ENSG00000134686	PHC2	15.0	18.0	19.0	25.0	25.0	16.0
ENSG00000134690	CDCA8	45.0	35.0	28.0	40.0	56.0	41.0
ENSG00000134697	GNL2	23.0	21.0	18.0	21.0	32.0	16.0
ENSG00000134698	AGO4	7.0	8.0	9.0	3.0	6.0	3.0
ENSG00000134709	HOOK1		4.0		5.0	2.0	
ENSG00000134716	CYP2J2		3.0		0.5	3.0	
ENSG00000134717	BTF3L4	19.0	24.0	14.0	16.0	20.0	12.0
ENSG00000134744	ZCCHC11	8.0	6.0	4.0	3.0	4.0	3.0
ENSG00000134748	PRPF38A	20.0	24.0	16.0	17.0	31.0	18.0
ENSG00000134755	DSC2	8.0	0.2	5.0		4.0	0.3
ENSG00000134757	DSG3			2.0			
ENSG00000134758	RNF138	35.0	33.0	39.0	25.0	37.0	22.0
ENSG00000134759	ELP2	9.0	8.0	9.0	6.0	10.0	5.0
ENSG00000134760	DSG1	0.1					
ENSG00000134762	DSC3	1.0	0.1	1.0		0.1	0.1
ENSG00000134765	DSC1	0.1	0.1	0.2			
ENSG00000134769	DTNA	0.9		0.1		4.0	0.9
ENSG00000134775	FHOD3						0.2
ENSG00000134779	TPGS2	6.0	6.0	13.0	11.0	11.0	15.0
ENSG00000134780	DAGLA			0.1	0.1	0.1	
ENSG00000134802	SLC43A3	77.0	34.0	39.0	59.0	62.0	52.0
ENSG00000134809	TIMM10	35.0	25.0	25.0	54.0	73.0	45.0
ENSG00000134815	DHX34	8.0	8.0	8.0	8.0	12.0	5.0
ENSG00000134817	APLNR	0.1	0.4	0.2	2.0		27.0
ENSG00000134824	FADS2	52.0	33.0	5.0	80.0	48.0	101.0
ENSG00000134825	TMEM258	29.0	11.0	30.0	25.0	18.0	19.0
ENSG00000134827	TCN1			5.0	3.0	1.0	0.1
ENSG00000134830	C5AR2	2.0	0.1	0.2	2.0	0.1	0.5
ENSG00000134851	TMEM165	22.0	8.0	10.0	16.0	10.0	8.0
ENSG00000134852	CLOCK	4.0	2.0	3.0	4.0	2.0	1.0
ENSG00000134853	PDGFRA				0.1	0.5	
ENSG00000134864	GGACT	5.0	3.0	2.0	5.0	2.0	2.0
ENSG00000134871	COL4A2			0.3	0.1		0.1
ENSG00000134873	CLDN10		2.0		0.2	0.1	0.1
ENSG00000134874	DZIP1	2.0	10.0		0.6	11.0	
ENSG00000134882	UBAC2	11.0	14.0	16.0	32.0	20.0	17.0
ENSG00000134884	ARGLU1	11.0	19.0	10.0	13.0	13.0	16.0
ENSG00000134897	BIVM	9.0	6.0	5.0	4.0	4.0	4.0
ENSG00000134899	ERCC5	3.0	2.0	1.0	3.0	2.0	2.0
ENSG00000134900	TPP2	13.0	23.0	15.0	19.0	26.0	13.0
ENSG00000134901	KDELC1	12.0	5.0	7.0	4.0	7.0	6.0
ENSG00000134905	CARS2	4.0	5.0	3.0	7.0	7.0	4.0
ENSG00000134909	ARHGAP32						2.0
ENSG00000134910	STT3A	30.0	43.0	54.0	33.0	36.0	21.0
ENSG00000134940	ACRV1	0.6	0.5	0.4	0.2	0.2	
ENSG00000134954	ETS1	0.2	129.0	5.0	5.0	0.4	
ENSG00000134955	SLC37A2	0.3	0.6	0.3	0.2	0.5	5.0
ENSG00000134962	KLB	0.1				0.1	
ENSG00000134970	TMED7	23.0	13.0	29.0	14.0	19.0	13.0
ENSG00000134982	APC	5.0	3.0	6.0	3.0	7.0	5.0
ENSG00000134986	NREP	4.0	5.0	0.1	4.0	4.0	5.0
ENSG00000134987	WDR36	9.0	10.0	12.0	15.0	22.0	10.0
ENSG00000134996	OSTF1	23.0	22.0	21.0	17.0	25.0	18.0
ENSG00000135002	RFK	18.0	7.0	11.0	30.0	25.0	15.0
ENSG00000135018	UBQLN1	26.0	21.0	31.0	26.0	31.0	33.0
ENSG00000135040	NAA35	7.0	11.0	11.0	9.0	12.0	11.0
ENSG00000135045	C9orf40	12.0	12.0	15.0	11.0	9.0	21.0
ENSG00000135046	ANXA1	46.0	18.0	166.0	22.0	57.0	0.9
ENSG00000135047	CTSL	29.0	13.0	121.0	24.0	75.0	30.0
ENSG00000135048	TMEM2	7.0	11.0	9.0	11.0	9.0	7.0
ENSG00000135049	AGTPBP1	9.0	7.0	4.0	9.0	6.0	6.0
ENSG00000135052	GOLM1	2.0	15.0	2.0	0.8	21.0	50.0
ENSG00000135069	PSAT1	214.0	211.0	244.0	49.0	40.0	59.0
ENSG00000135070	ISCA1	6.0	13.0	7.0	17.0	20.0	15.0
ENSG00000135074	ADAM19			0.6	0.1	0.1	0.1
ENSG00000135077	HAVCR2	0.2	0.3		3.0	12.0	0.2
ENSG00000135083	CCNJL		3.0			0.2	0.6
ENSG00000135090	TAOK3	7.0	16.0	11.0	5.0	9.0	5.0
ENSG00000135093	USP30	2.0	3.0	3.0	1.0	1.0	3.0
ENSG00000135094	SDS	0.8	0.1			0.1	
ENSG00000135108	FBXO21	0.6	1.0	5.0	4.0	3.0	4.0
ENSG00000135111	TBX3			0.1			
ENSG00000135114	OASL	0.2			0.3	0.4	0.2
ENSG00000135116	HRK	0.6		0.2			
ENSG00000135119	RNFT2	0.4	0.2	1.0	0.1	0.2	2.0
ENSG00000135124	P2RX4	2.0	0.7	4.0	1.0	1.0	1.0
ENSG00000135127	BICDL1			0.4			1.0
ENSG00000135148	TRAFD1	14.0	14.0	31.0	10.0	10.0	12.0
ENSG00000135164	DMTF1	7.0	4.0	6.0	2.0	3.0	4.0
ENSG00000135185	TMEM243	0.7	0.4	2.0	0.6	1.0	
ENSG00000135205	CCDC146	0.6	0.7		0.1	0.1	0.1
ENSG00000135211	TMEM60	15.0	6.0	31.0	7.0	9.0	15.0
ENSG00000135218	CD36	2.0	7.0	0.1	46.0	4.0	58.0
ENSG00000135220	UGT2A3	0.4					
ENSG00000135226	UGT2B28	0.4					
ENSG00000135241	PNPLA8	6.0	4.0	16.0	5.0	5.0	3.0
ENSG00000135245	HILPDA	6.0	3.0	4.0	4.0	3.0	3.0
ENSG00000135249	RINT1	7.0	5.0	14.0	6.0	7.0	7.0
ENSG00000135250	SRPK2	14.0	9.0	15.0	6.0	8.0	4.0
ENSG00000135253	KCP	0.1	0.2	0.5	0.2	0.1	
ENSG00000135269	TES	34.0	19.0	50.0	8.0	0.9	
ENSG00000135272	MDFIC	0.7					
ENSG00000135297	MTO1	4.0	5.0	9.0	7.0	5.0	4.0
ENSG00000135298	ADGRB3	2.0	0.1	0.9			0.2
ENSG00000135299	ANKRD6	0.1	2.0	0.1	0.1	0.7	0.2
ENSG00000135312	HTR1B		0.1		0.3	0.3	
ENSG00000135314	KHDC1	0.9	2.0	2.0	0.8	2.0	2.0
ENSG00000135315	CEP162	1.0	0.7	2.0	0.9	0.9	1.0
ENSG00000135316	SYNCRIP	48.0	55.0	36.0	100.0	66.0	48.0
ENSG00000135317	SNX14	10.0	10.0	10.0	12.0	11.0	10.0
ENSG00000135318	NT5E				0.1	1.0	0.1
ENSG00000135324	MRAP2	27.0	2.0	23.0	1.0	6.0	2.0
ENSG00000135333	EPHA7		1.0			0.1	
ENSG00000135334	AKIRIN2	20.0	33.0	40.0	33.0	22.0	17.0
ENSG00000135336	ORC3	18.0	15.0	19.0	22.0	18.0	20.0
ENSG00000135338	LCA5	5.0	5.0	1.0	5.0	3.0	4.0
ENSG00000135341	MAP3K7	12.0	11.0	16.0	15.0	15.0	13.0
ENSG00000135346	CGA	0.1		0.3	0.1		0.1
ENSG00000135362	PRR5L	0.6	0.4	0.1	0.2	0.2	
ENSG00000135363	LMO2	50.0	25.0	12.0	99.0	39.0	89.0
ENSG00000135365	PHF21A	3.0	4.0	7.0	2.0	3.0	3.0
ENSG00000135372	NAT10	14.0	20.0	13.0	39.0	28.0	31.0
ENSG00000135373	EHF			1.0			0.1
ENSG00000135378	PRRG4	0.1	2.0		2.0	4.0	0.1
ENSG00000135387	CAPRIN1	34.0	43.0	76.0	79.0	62.0	53.0
ENSG00000135390	ATP5G2	52.0	89.0	65.0	45.0	45.0	58.0
ENSG00000135392	DNAJC14	4.0	9.0	6.0	6.0	7.0	9.0
ENSG00000135404	CD63	83.0	70.0	147.0	38.0	67.0	65.0
ENSG00000135406	PRPH			0.2			0.1
ENSG00000135407	AVIL	0.4	0.7	0.4	0.2	0.4	0.1
ENSG00000135409	AMHR2	14.0	26.0	35.0	0.5		7.0
ENSG00000135414	GDF11	2.0	2.0	3.0	6.0	4.0	4.0
ENSG00000135423	GLS2						0.1
ENSG00000135424	ITGA7		0.2	0.2		0.1	0.3
ENSG00000135426	TESPA1	26.0	60.0	0.4	16.0	35.0	8.0
ENSG00000135436	FAM186B	0.1	0.1	0.1			
ENSG00000135437	RDH5		0.1	0.1			0.1
ENSG00000135439	AGAP2	2.0	8.0	0.1	3.0	4.0	3.0
ENSG00000135441	BLOC1S1	4.0	6.0	8.0	6.0	4.0	12.0
ENSG00000135446	CDK4	36.0	73.0	57.0	42.0	41.0	92.0
ENSG00000135451	TROAP	11.0	7.0	8.0	6.0	7.0	14.0
ENSG00000135452	TSPAN31	2.0	5.0	4.0	2.0	2.0	2.0
ENSG00000135454	B4GALNT1	1.0	0.4	4.0		0.3	8.0
ENSG00000135457	TFCP2	9.0	15.0	21.0	15.0	13.0	14.0
ENSG00000135469	COQ10A	1.0	2.0	3.0	1.0	0.7	3.0
ENSG00000135472	FAIM2	0.8	0.3				9.0
ENSG00000135473	PAN2	5.0	5.0	5.0	2.0	2.0	10.0
ENSG00000135476	ESPL1	5.0	5.0	6.0	4.0	4.0	7.0
ENSG00000135482	ZC3H10	0.8	2.0	0.7	1.0	0.8	0.8
ENSG00000135486	HNRNPA1	343.0	245.0	268.0	463.0	298.0	438.0
ENSG00000135502	SLC26A10	0.1	0.1				
ENSG00000135503	ACVR1B	3.0	9.0	7.0	3.0	4.0	3.0
ENSG00000135506	OS9	19.0	26.0	27.0	16.0	20.0	20.0
ENSG00000135517	MIP		0.2				0.1
ENSG00000135519	KCNH3	0.1		0.1		0.1	
ENSG00000135521	LTV1	50.0	39.0	28.0	36.0	32.0	23.0
ENSG00000135525	MAP7	21.0	18.0	23.0	14.0	1.0	0.5
ENSG00000135535	CD164	95.0	111.0	94.0	95.0	42.0	29.0
ENSG00000135537	AFG1L	1.0	1.0	1.0	2.0	1.0	1.0
ENSG00000135540	NHSL1	0.5	0.6			0.5	0.1
ENSG00000135541	AHI1	3.0	1.0	5.0	2.0	5.0	3.0
ENSG00000135547	HEY2		2.0	0.1	0.3	0.1	4.0
ENSG00000135549	PKIB	20.0	0.5	9.0	0.2	0.1	0.9
ENSG00000135587	SMPD2	3.0	7.0	9.0	12.0	6.0	3.0
ENSG00000135596	MICAL1	0.5	5.0	4.0	1.0	1.0	0.3
ENSG00000135597	REPS1	9.0	8.0	7.0	5.0	5.0	5.0
ENSG00000135604	STX11	0.3	4.0	1.0	2.0	4.0	3.0
ENSG00000135605	TEC	3.0	4.0	5.0	7.0	4.0	5.0
ENSG00000135617	PRADC1	16.0	11.0	19.0	7.0	13.0	19.0
ENSG00000135622	SEMA4F	1.0	1.0	1.0	0.5	0.7	1.0
ENSG00000135624	CCT7	133.0	138.0	112.0	100.0	143.0	150.0
ENSG00000135625	EGR4		0.1				1.0
ENSG00000135631	RAB11FIP5	0.2	8.0	5.0		7.0	0.1
ENSG00000135632	SMYD5	17.0	16.0	9.0	15.0	12.0	11.0
ENSG00000135636	DYSF	0.1	0.1	1.0	0.1		0.5
ENSG00000135637	CCDC142	1.0	1.0	2.0	0.6	0.5	2.0
ENSG00000135643	KCNMB4	0.1	2.0	0.1		0.1	0.1
ENSG00000135655	USP15	7.0	4.0	9.0		11.0	11.0
ENSG00000135677	GNS	8.0	13.0	21.0	28.0	37.0	13.0
ENSG00000135678	CPM		0.1		0.2	0.1	0.1
ENSG00000135679	MDM2	4.0	8.0	7.0	5.0	4.0	5.0
ENSG00000135686	KLHL36	2.0	3.0	11.0	5.0	3.0	1.0
ENSG00000135698	MPHOSPH6	4.0	8.0	8.0	10.0	11.0	6.0
ENSG00000135709	KIAA0513	2.0	2.0	6.0	0.7	0.5	1.0
ENSG00000135720	DYNC1LI2	3.0	4.0	8.0	6.0	6.0	10.0
ENSG00000135722	FBXL8	0.2	0.1	1.0	0.5	0.3	0.9
ENSG00000135723	FHOD1	6.0	12.0	7.0	10.0	21.0	16.0
ENSG00000135736	CCDC102A	1.0	0.9	3.0	3.0	1.0	7.0
ENSG00000135740	SLC9A5	0.2	0.6	0.5	0.2	1.0	1.0
ENSG00000135744	AGT	0.7					
ENSG00000135747	ZNF670-ZNF695	0.2	0.1	0.1	0.2	0.2	0.4
ENSG00000135749	PCNX2		0.2			0.5	
ENSG00000135750	KCNK1	18.0		3.0	0.1	8.0	29.0
ENSG00000135763	URB2	8.0	9.0	9.0	13.0	8.0	3.0
ENSG00000135766	EGLN1	13.0	4.0	11.0	6.0	0.7	9.0
ENSG00000135775	COG2	4.0	4.0	4.0	4.0	3.0	2.0
ENSG00000135776	ABCB10	40.0	27.0	22.0	59.0	17.0	41.0
ENSG00000135778	NTPCR	2.0	2.0	2.0	1.0	2.0	4.0
ENSG00000135801	TAF5L	8.0	9.0	8.0	9.0	6.0	4.0
ENSG00000135821	GLUL	112.0	63.0	66.0	108.0	56.0	96.0
ENSG00000135823	STX6	5.0	8.0	7.0	9.0	4.0	5.0
ENSG00000135824	RGS8		0.1				
ENSG00000135828	RNASEL	1.0	3.0	3.0	2.0	1.0	2.0
ENSG00000135829	DHX9	54.0	63.0	50.0	88.0	70.0	59.0
ENSG00000135835	KIAA1614	0.3	0.4	0.3	0.1	0.1	0.1
ENSG00000135837	CEP350	6.0	5.0	10.0	7.0	4.0	6.0
ENSG00000135838	NPL	2.0	7.0	6.0	10.0	3.0	11.0
ENSG00000135842	FAM129A	24.0	16.0	36.0	1.0	2.0	3.0
ENSG00000135845	PIGC	5.0	6.0	18.0	7.0	4.0	16.0
ENSG00000135862	LAMC1	8.0	15.0	0.1	2.0	17.0	9.0
ENSG00000135870	RC3H1	2.0	3.0	3.0	4.0	3.0	2.0
ENSG00000135898	GPR55			0.6			
ENSG00000135899	SP110	1.0	2.0	0.2	0.6	0.9	0.6
ENSG00000135900	MRPL44	27.0	27.0	16.0	23.0	39.0	24.0
ENSG00000135905	DOCK10	0.1			0.2		
ENSG00000135912	TTLL4	8.0	5.0	7.0	4.0	8.0	7.0
ENSG00000135913	USP37	4.0	4.0	2.0	2.0	2.0	6.0
ENSG00000135914	HTR2B			0.1			
ENSG00000135916	ITM2C	6.0	41.0	34.0	7.0	13.0	0.7
ENSG00000135919	SERPINE2	4.0	6.0	0.3	2.0	9.0	2.0
ENSG00000135924	DNAJB2	5.0	4.0	2.0	0.7	1.0	3.0
ENSG00000135926	TMBIM1	72.0	63.0	19.0	33.0	131.0	30.0
ENSG00000135929	CYP27A1	0.1		0.1			
ENSG00000135930	EIF4E2	11.0	9.0	4.0	12.0	20.0	11.0
ENSG00000135931	ARMC9	0.1	0.4	0.5	0.4	0.5	2.0
ENSG00000135932	CAB39	56.0	33.0	46.0	41.0	43.0	38.0
ENSG00000135940	COX5B	94.0	92.0	189.0	65.0	137.0	80.0
ENSG00000135945	REV1	6.0	5.0	4.0	4.0	4.0	5.0
ENSG00000135951	TSGA10	0.3	0.3	0.4	0.5	0.1	0.5
ENSG00000135953	MFSD9	4.0	5.0	5.0	3.0	4.0	2.0
ENSG00000135956	TMEM127	12.0	9.0	13.0	7.0	11.0	10.0
ENSG00000135966	TGFBRAP1	9.0	20.0	12.0	13.0	28.0	10.0
ENSG00000135968	GCC2	3.0	3.0	6.0	2.0	4.0	4.0
ENSG00000135972	MRPS9	28.0	24.0	14.0	20.0	32.0	25.0
ENSG00000135974	C2orf49	5.0	6.0	5.0	6.0	7.0	7.0
ENSG00000135976	ANKRD36	0.9	0.4	0.2	0.3	0.3	1.0
ENSG00000135999	EPC2	3.0	9.0	10.0	6.0	6.0	5.0
ENSG00000136003	ISCU	9.0	10.0	14.0	10.0	8.0	8.0
ENSG00000136010	ALDH1L2		2.0	25.0	0.1		
ENSG00000136014	USP44	15.0	22.0	0.5	5.0	11.0	2.0
ENSG00000136021	SCYL2	22.0	27.0	28.0	11.0	15.0	13.0
ENSG00000136026	CKAP4	7.0		0.1	0.1		
ENSG00000136040	PLXNC1	36.0	0.4	0.4	14.0	3.0	1.0
ENSG00000136044	APPL2	2.0	1.0	3.0	2.0	1.0	4.0
ENSG00000136045	PWP1	24.0	28.0	25.0	27.0	31.0	19.0
ENSG00000136048	DRAM1	7.0	2.0	5.0	3.0	3.0	4.0
ENSG00000136051	WASHC4	10.0	9.0	10.0	7.0	7.0	3.0
ENSG00000136052	SLC41A2	0.1	0.4	0.5	0.1	0.3	0.2
ENSG00000136059	VILL	0.7	4.0	4.0	0.8	0.7	0.9
ENSG00000136068	FLNB	13.0	5.0	28.0	5.0	7.0	5.0
ENSG00000136098	NEK3	1.0	1.0	3.0	2.0	1.0	0.1
ENSG00000136100	VPS36	7.0	17.0	9.0	16.0	13.0	8.0
ENSG00000136104	RNASEH2B	5.0	9.0	6.0	11.0	5.0	9.0
ENSG00000136108	CKAP2	15.0	24.0	25.0	36.0	32.0	38.0
ENSG00000136111	TBC1D4	7.0	21.0	2.0	18.0	25.0	10.0
ENSG00000136114	THSD1		0.5	0.6	0.5	0.5	
ENSG00000136122	BORA	24.0	8.0	5.0	7.0	7.0	9.0
ENSG00000136141	LRCH1	2.0	6.0	2.0	4.0	5.0	2.0
ENSG00000136143	SUCLA2	11.0	14.0	10.0	17.0	22.0	11.0
ENSG00000136144	RCBTB1	9.0	23.0	7.0	7.0	9.0	5.0
ENSG00000136146	MED4	10.0	19.0	12.0	24.0	23.0	18.0
ENSG00000136147	PHF11	2.0	3.0	0.8	4.0	2.0	0.4
ENSG00000136149	RPL13AP25	11.0	14.0	6.0	17.0	17.0	5.0
ENSG00000136152	COG3	3.0	6.0	7.0	4.0	3.0	3.0
ENSG00000136153	LMO7	2.0	0.5	0.2	2.0	2.0	0.5
ENSG00000136156	ITM2B	16.0	26.0	9.0	18.0	22.0	6.0
ENSG00000136158	SPRY2	17.0	6.0	4.0	7.0	3.0	5.0
ENSG00000136159	NUDT15	10.0	15.0	12.0	16.0	21.0	8.0
ENSG00000136160	EDNRB				11.0	1.0	1.0
ENSG00000136161	RCBTB2	6.0	10.0	2.0	3.0	8.0	3.0
ENSG00000136167	LCP1	140.0	98.0	162.0	114.0	204.0	66.0
ENSG00000136169	SETDB2	4.0	5.0	4.0	3.0	3.0	2.0
ENSG00000136193	SCRN1	21.0	34.0	0.1	0.3	13.0	0.1
ENSG00000136197	C7orf25	0.1	0.1	0.2	0.1	0.1	0.1
ENSG00000136205	TNS3	0.1	12.0	0.1	3.0	0.2	6.0
ENSG00000136206	SPDYE1	0.1	0.1	0.2	0.2	0.1	
ENSG00000136213	CHST12	0.8	0.6	2.0	1.0	0.8	0.6
ENSG00000136231	IGF2BP3	3.0	4.0	10.0		6.0	8.0
ENSG00000136235	GPNMB	0.2	0.1			0.1	0.7
ENSG00000136237	RAPGEF5		0.7	0.2	0.2	1.0	0.4
ENSG00000136238	RAC1	47.0	66.0	80.0	55.0	76.0	50.0
ENSG00000136240	KDELR2	25.0	21.0	58.0	22.0	29.0	19.0
ENSG00000136243	NUPL2	5.0	7.0	6.0	5.0	9.0	3.0
ENSG00000136244	IL6			4.0	0.6	1.0	
ENSG00000136247	ZDHHC4	3.0	10.0	24.0	7.0	6.0	8.0
ENSG00000136250	AOAH	0.1	0.2		0.1	0.1	
ENSG00000136261	BZW2	30.0	45.0	35.0	39.0	57.0	25.0
ENSG00000136267	DGKB						0.1
ENSG00000136270	TBRG4	9.0	15.0	13.0	16.0	21.0	10.0
ENSG00000136271	DDX56	12.0	16.0	18.0	15.0	19.0	12.0
ENSG00000136273	HUS1	2.0	2.0	1.0	3.0	2.0	3.0
ENSG00000136274	NACAD	0.1			0.1	0.2	
ENSG00000136279	DBNL	3.0	4.0	4.0	5.0	5.0	3.0
ENSG00000136280	CCM2	3.0	5.0	6.0	5.0	8.0	2.0
ENSG00000136286	MYO1G	7.0	33.0	0.1	9.0	20.0	3.0
ENSG00000136295	TTYH3	3.0	6.0	2.0	7.0	1.0	1.0
ENSG00000136305	CIDEB		0.1		1.0	0.2	
ENSG00000136315	AL355922.1			0.1			
ENSG00000136319	TTC5	2.0	3.0	2.0	4.0	3.0	2.0
ENSG00000136367	ZFHX2	0.2	1.0	0.1	0.7	0.9	0.7
ENSG00000136371	MTHFS	3.0	3.0	6.0	2.0	4.0	3.0
ENSG00000136378	ADAMTS7		0.3		0.1	0.1	
ENSG00000136379	ABHD17C	0.4	0.1	0.1	2.0	7.0	0.8
ENSG00000136381	IREB2	15.0	18.0	14.0	18.0	18.0	12.0
ENSG00000136383	ALPK3		0.1			0.1	0.1
ENSG00000136404	TM6SF1	34.0	27.0	13.0	3.0	10.0	5.0
ENSG00000136425	CIB2	3.0	6.0	10.0	1.0	0.2	
ENSG00000136436	CALCOCO2	17.0	10.0	14.0	8.0	8.0	7.0
ENSG00000136444	RSAD1	10.0	17.0	4.0	11.0	17.0	4.0
ENSG00000136448	NMT1	31.0	25.0	30.0	25.0	30.0	19.0
ENSG00000136449	MYCBPAP		0.5		0.1	0.1	
ENSG00000136450	SRSF1	81.0	98.0	124.0	123.0	122.0	105.0
ENSG00000136451	VEZF1	12.0	15.0	13.0	17.0	9.0	14.0
ENSG00000136457	CHAD	0.5	0.5	0.1	0.1	0.1	
ENSG00000136463	TACO1	8.0	10.0	13.0	14.0	17.0	11.0
ENSG00000136478	TEX2	7.0	17.0	5.0	17.0	23.0	10.0
ENSG00000136485	DCAF7	54.0	45.0	53.0	57.0	50.0	40.0
ENSG00000136490	LIMD2	45.0	25.0	1.0	29.0	15.0	7.0
ENSG00000136492	BRIP1	6.0	3.0	4.0	3.0	3.0	5.0
ENSG00000136504	KAT7	7.0	9.0	6.0	9.0	7.0	9.0
ENSG00000136514	RTP4	0.6	0.9		0.1	0.2	0.4
ENSG00000136518	ACTL6A	12.0	24.0	30.0	24.0	21.0	27.0
ENSG00000136521	NDUFB5	10.0	18.0	24.0	12.0	14.0	14.0
ENSG00000136522	MRPL47	24.0	48.0	33.0	35.0	56.0	33.0
ENSG00000136527	TRA2B	16.0	20.0	19.0	23.0	22.0	24.0
ENSG00000136531	SCN2A	0.1		0.3			0.1
ENSG00000136536	MARCH7	12.0	20.0	25.0	18.0	19.0	14.0
ENSG00000136541	ERMN	0.4		0.2	0.1	0.2	
ENSG00000136542	GALNT5	12.0	0.4	24.0	12.0	0.1	20.0
ENSG00000136546	SCN7A	0.2				0.1	0.3
ENSG00000136560	TANK	4.0	6.0	8.0	4.0	5.0	3.0
ENSG00000136574	GATA4						0.1
ENSG00000136603	SKIL	4.0	14.0	9.0	7.0	13.0	2.0
ENSG00000136628	EPRS	150.0	146.0	131.0	78.0	48.0	38.0
ENSG00000136630	HLX				0.1	0.5	0.4
ENSG00000136631	VPS45	5.0	6.0	7.0	6.0	4.0	4.0
ENSG00000136634	IL10	0.1		0.1			
ENSG00000136636	KCTD3	12.0	11.0	13.0	13.0	21.0	10.0
ENSG00000136643	RPS6KC1	15.0	10.0	13.0	7.0	4.0	7.0
ENSG00000136682	CBWD2	1.0	0.9	1.0	1.0	2.0	1.0
ENSG00000136688	IL36G					0.1	
ENSG00000136689	IL1RN	0.1			2.0	0.5	7.0
ENSG00000136694	IL36A					0.1	
ENSG00000136696	IL36B						0.1
ENSG00000136699	SMPD4	7.0	12.0	15.0	11.0	25.0	17.0
ENSG00000136709	WDR33	4.0	7.0	7.0	7.0	9.0	5.0
ENSG00000136710	CCDC115	3.0	9.0	21.0	6.0	12.0	6.0
ENSG00000136715	SAP130	7.0	9.0	11.0	11.0	10.0	15.0
ENSG00000136717	BIN1	0.1	18.0	0.1	0.2	0.6	0.2
ENSG00000136718	IMP4	14.0	32.0	23.0	24.0	41.0	24.0
ENSG00000136720	HS6ST1	6.0	7.0	4.0	8.0	10.0	7.0
ENSG00000136731	UGGT1	7.0	17.0	14.0	18.0	20.0	18.0
ENSG00000136732	GYPC	89.0	127.0	68.0	91.0	95.0	74.0
ENSG00000136738	STAM	18.0	31.0	14.0	27.0	37.0	20.0
ENSG00000136750	GAD2		0.1				
ENSG00000136754	ABI1	19.0	22.0	20.0	15.0	21.0	15.0
ENSG00000136758	YME1L1	35.0	40.0	53.0	32.0	45.0	29.0
ENSG00000136770	DNAJC1	19.0	30.0	32.0	8.0	17.0	11.0
ENSG00000136783	NIPSNAP3A	54.0	22.0	20.0	38.0	42.0	27.0
ENSG00000136802	LRRC8A	7.0	6.0	11.0	6.0	11.0	5.0
ENSG00000136807	CDK9	18.0	18.0	21.0	12.0	16.0	21.0
ENSG00000136810	TXN	224.0	66.0	181.0	167.0	147.0	156.0
ENSG00000136811	ODF2	17.0	14.0	13.0	7.0	10.0	10.0
ENSG00000136813	KIAA0368	29.0	15.0	26.0	20.0	16.0	12.0
ENSG00000136816	TOR1B	9.0	5.0	18.0	6.0	10.0	5.0
ENSG00000136819	C9orf78	13.0	17.0	28.0	10.0	15.0	14.0
ENSG00000136824	SMC2	25.0	16.0	15.0	14.0	18.0	27.0
ENSG00000136826	KLF4			1.0		0.1	
ENSG00000136827	TOR1A	11.0	12.0	33.0	9.0	12.0	7.0
ENSG00000136828	RALGPS1	0.2	0.1	0.2	0.1	0.2	0.2
ENSG00000136830	FAM129B	26.0	15.0	27.0	48.0	62.0	45.0
ENSG00000136840	ST6GALNAC4	17.0	11.0	13.0	8.0	12.0	28.0
ENSG00000136842	TMOD1	2.0	1.0	8.0	17.0	4.0	51.0
ENSG00000136848	DAB2IP	0.1	0.1		0.2	0.3	0.1
ENSG00000136854	STXBP1	7.0	7.0	8.0	0.9	4.0	12.0
